Text,Type 1,Type 2,Type 3,Type 4,Type 5,Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Overall
"  A Joke  Hillary, Bill Clinton and the Pope are sitting together on an airplane.Bill says ""I could throw one thousand dollar bill out of this plane andmake one person very happy.""Hillary says ""I could throw 10 hundred dollar bills out of the plane andmake 10 people very happy.""The Pope chips in and says ""I could throw Bill out of the airplane and make the whole country happy.""",situational,america,politics,insult,,0.7932117178555178,1.7461499362463222,0.5610954897853423,2.876679805926867,-0.9005438825029053,1.504779700311658
"  A Joke  An Asian man goes into a New York CityBank to exchange 10,000 yen forAmerican Currency.  The teller gives him $72.00.  The next month theAsian man goes into the same bank with 10,000 yen and receives $62.00.He asks, ""How come? Only $62.00?"" The teller says ""Fluctuations-Fluctuations!""Whereupon the Asian man looks back at the teller and says ""Fluk youAmelicans too!""",situational,language,insult,race,,1.2993675582595288,2.144804066196037,0.9521320340028775,3.282509700401671,-0.4583477195182488,1.9533397804817512
"  A Joke  Q: How do you keep a computer programmer in the shower all day long?A: Give them a shampoo with a label that says""rinse, lather, repeat"".",question,technology,,,,0.68,1.5358381510285184,0.3322964843618521,2.686218844610299,-1.1021087088748636,1.30547830254367
"  A Joke What a woman says:""This place is a mess!  C'mon,You and I need to clean up,Your stuff is lying on the floor andyou'll have no clothes to wear,if we don't do laundry right now!""What a man hears:blah, blah, blah, blah, C'monblah, blah, blah, blah, you and Iblah, blah, blah, blah, on the floorblah, blah, blah, blah, no clothesblah, blah, blah, blah, RIGHT NOW!",situational,men,sex,insult,,1.4029740544484037,2.256095523374958,1.0620955233749574,3.3722895873018985,-0.36305296147352717,2.063235163014597
"  A Joke  Q: What is the difference between Mechanical Engineers and Civil Engineers? A: Mechanical Engineers build weapons, Civil Engineers build targets.",question,jobs,technology,,,0.609270229025715,1.4757755653374547,0.2847624934420302,2.6376254984925347,-1.162563895446859,1.235873604553141
  A Joke  Q: How many Presidents does it take to screw in a light bulb?A: It depends upon your definition of screwing a light bulb.,question,politics,,,,0.63,1.537653737432334,0.3481623446310821,2.6956694536810453,-1.1413265442578069,1.3000629294264037
"  A Joke  A neutron walks into a bar and orders a drink.""How much do I owe you?"" the neutron asks.The bartender replies, ""for you, no charge.""",question,smart,,,,0.4624760738087782,1.3230547775124821,0.15163116640137086,2.490176801322005,-1.25317191579041,1.0834019997347042
"  A Joke  A man, recently completing a routine physical examination receives aphone call from his doctor.  The doctor says, ""I have some good news andsome bad news.""  The man says, ""OK, give me the good news first.""  Thedoctor says, ""The good news is, you have 24 hours to live.""  The manreplies, ""Shit!  That's the good news?  Then what's the bad news?""The doctor says, ""The bad news is, I forgot to call you yesterday.""",situational,disease,irony,,,1.3319671639330584,2.167179251020145,0.9744440157849099,3.3,-0.4383196718157336,1.9749810528219471
"  A Joke  A Czechoslovakian man felt his eyesight was growing steadily worse, and felt it was time to go see an optometrist. The doctor started with some simple testing, and showed him a standard eye chart with letters ofdiminishing size: CRKBNWXSKZY. . . ""Can you read this?"" the doctor asked. ""Read it?"" the Czech answered. ""Doc, I know him!""",situational,language,,,,1.4391983113295488,2.2343233113295486,1.0295980861043237,3.375404871613237,-0.37319514858606295,2.0486026540525533
"  A Joke  A radio conversation of a US naval ship with Canadian authorities ... Americans: Please divert your course 15 degrees to the North to avoid acollision.Canadians: Recommend you divert YOUR course 15 degrees to the South to avoid a collision.Americans: This is the Captain of a US Navy ship.  I say again, divert YOUR course.Canadians: No.  I say again, you divert YOUR course.Americans: This is the aircraft carrier USS LINCOLN, the second largest ship in the United States' Atlantic Fleet. We are accompanied by three destroyers, three cruisers and numerous support vessels. I demand that you change your course 15 degrees north, that's ONE FIVE DEGREES NORTH, or counter-measures will be undertaken to ensure the safety of this ship.Canadians: This is a lighthouse.  Your call.",situational,america,,,,2.2652307374180785,2.9778506524150425,1.7572982897075073,4.112087633757287,0.3953749416690857,2.86
  A Joke  Q: How many programmers does it take to change a lightbulb?A: NONE!   That's a hardware problem....,question,lightbulb,jobs,,,0.5225676369806547,1.3920429117059294,0.19002605185345312,2.5663274217164664,-1.246894202549678,1.1587085099965277
"  A Joke  A Panda bear walks into a bar.  Sits down at a table and orders a beer and a double cheeseburger.  After he is finished eating, he pulls out a gunand rips the place with gunfire.  Patrons scatter and dive under chairs andtables as the bear runs out the door.  After ensuring that no one is hurt, the bartender races out the door, and calls after the bear ""What the hell didyou do that for?""  The bear calls back, ""I'm a Panda bear.  Look it up in thedictionary.""  The bartender returns, pulls out his dictionary.panda : \Pan""da\, n. (Zo[""o]l.)A small Asiatic mammal (Ailurus fulgens) having fine soft fur.It is related to the bears, and inhabits the mountains of Northern India.Eats shoots and leaves.",situational,surreal,language,,,1.41,2.198531224400291,1.0099729301905882,3.3523265304014793,-0.3822673867108204,2.032924499254092
"  A Joke  Early one morning a mother went to her sleeping son and woke him up.""Wake up, son.  It's time to go to school."" ""But why, Mama?  I don't want to go to school."" ""Give me two reasons why you don't want to go to school."" ""One, all the children hate me. Two, all the teachers hate me,"" ""Oh! that's no reason. Come on, you have to go to school,"" ""Give me two good reasons WHY I should go to school?""  ""One, you are fifty-two years old. Two, you are the principal of the school."" ",situational,irony,jobs,,,0.9237113475337447,1.796346963972101,0.6070707734959107,2.937894186194323,-0.8355461909429784,1.580927245662242
"  A Joke  Reaching the end of a job interview, the human resources person asked ayoung engineer fresh out of Stanford,""And what starting salary were you looking for?""The engineer said, ""In the neighborhood of $125,000 a year, dependingon the benefits package.""The interviewer said, ""Well, what would you say to a package of 5-weeks vacation, 14 paid holidays, full medical and dental, company matching retirement fund to 50% of salary, and a company car leased every 2 years - say, a red Corvette?""The Engineer sat up straight and said, ""Wow! Are you kidding?""And the interviewer replied, ""Yeah, but you started it.""",situational,jobs,irony,,,1.594926384726837,2.389614360373717,1.1792914640919163,3.520728356053002,-0.24781567876522614,2.2144213342217864
"  A Joke  Two atoms are walking down the street when one atom says to the other ""Oh, my! I've lost an electron!""The second atom says""Are you sure""The first replies ""I'm positive!""",situational,smart,,,,0.9530477224093223,1.7539568133184136,0.5668813416203002,2.922375373924474,-0.83,1.5570602615942755
"  A Joke  Just a thought ..Before criticizing someone, walk a mile in their shoes.  Then when you do criticize them, you will be a mile away and have their shoes !",language,,,,,0.9066300869453372,1.7255697154283096,0.5462787797557949,2.8904454464224614,-0.8640427575349205,1.5289176686446837
"  A Joke  Two attorneys went into a diner and ordered two drinks.  Then they produced sandwiches from their briefcases and started to eat.  The owner becamequite concerned and marched over and told them, ""You can't eat your ownsandwiches in here!""The attorneys looked at each other, shrugged their shoulders and thenexchanged sandwiches.",situational,language,,,,1.0768914583836375,1.9116548854936122,0.7180679289718729,3.065245959274903,-0.6827654043614604,1.711477019880964
"  A Joke  A teacher is explaining to her class how different languages use negatives differently.  She says, ""In all languages, a positive followedby a negative or a negative followed by a positive makes a negative.  Insome languages, two negatives together make a positive, while in others theymake a negative.  But in no language do two positives make a negative.""  One of the students puts up his hand and says, ""Yeah, right.""",situational,language,irony,,,1.1820979071470243,1.9712074961881203,0.7609106925351522,3.1228089381491873,-0.6528779187997928,1.7954619745864342
"  A Joke  Age and Womanhood1. Between the ages of 13 and 18 ...    She is like Africa, virgin and unexplored.2. Between the ages of 19 and 35 ...    She is like Asia, hot and exotic.3. Between the ages of 36 and 45 ...    She is like America, fully explored, breathtakingly beautiful,and free with her resources.4. Between the ages of 46 and 56 ...    She is like Europe, exhausted but still has points of interest.5. After 56 she is like Australia ...    Everybody knows it's down there, but who gives a damn?",sex,age,men,,,0.7250569926667458,1.6554116724697017,0.4823640534220822,2.7882724228304516,-1.007753849508321,1.4305766624093392
  A Joke  A bus station is where a bus stops.A train station is where a train stops.On my desk I have a work station...,language,jobs,,,,0.2078872102802577,1.1607182605085682,-0.01618650139619371,2.324902733443041,-1.5156359061580986,0.90257011236042
  A Joke  Q: Whats the difference between greeting a Queen and greeting thePresident of the United  States?A: You only have to get on one knee to greet the queen.,question,sex,politics,america,,0.83348070446846,1.7697212245117968,0.603838033628606,2.915282317042455,-0.8728236815625208,1.559625070665643
